,AppName,Company,StarRating,TotalReviews,TotalDownloads,ContainsAds,Editors,RatedAgeGroup,Category,Score(Avg),TopFeatures
370,GPS Map Camera - Geotag Photos,GPS Map Camera,4.3,68000,10000000,yes,no,>3 years,Photography,4.3512,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
371,Picsart Photo Editor & Filters,"PicsArt, Inc.",4.2,11500000,500000000,yes,yes,>12 years,Photography,4.1254,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
372,TouchRetouch,ADVA soft,4.4,28000,1000000,no,yes,>3 years,Photography,4.3633,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
373,Photoshop Express Photo Editor,Adobe,4.3,1860000,100000000,no,yes,>3 years,Photography,4.1235,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
374,Unfold: Stories & Link in Bio,Squarespace Incorporated,4.4,172000,10000000,no,no,>3 years,Photography,4.1415,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
375,Private Photo Vault - keepsafe,Keepsafe,4.4,1800000,50000000,yes,no,>3 years,Photography,4.198,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
376,Lightroom Photo & Video Editor,Adobe,4.4,1410000,100000000,no,yes,>3 years,Photography,4.3698,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
377,YouCam Perfect - photoeditor,Perfect Mobile Corp. Photo & Video Beauty Editor,4.3,2070000,100000000,yes,no,>12 years,Photography,4.1986,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
378,Pixlr - photo editor,Imagine Lab | Pixlr,4.2,1210000,50000000,yes,yes,>3 years,Photography,3.987,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
379,Passport Photo Maker - VISA/ID,Andronepal,4.6,89100,10000000,yes,no,>3 years,Productivity,4.5072,"('microsoft office', 197), ('user friendly', 147), ('note book', 143), ('passport size', 136), ('cad software', 135), ('opensooq limit', 132), ('cad drawing', 124), ('job seeker', 124), ('business card', 123), ('electrical engineer', 123), ('photo editor', 110), ('live streaming', 110), ('twitter dropboxsupport', 106), ('pro version', 103), ('lootboy mph', 81), ('dark mode', 76), ('civil engineering', 71), ('premium pack', 66), ('word excel', 65), ('hide cache', 65), ('facebook drugbox', 48), ('landscape mode', 41), ('adobe acrobat', 39), ('avg cleaner', 35), ('liquid mode', 33), ('avg antivirus', 32), ('integration outlook', 31), ('handwriting recognition', 31), ('people corporation', 30), ('acrobat reader', 27), ('wps software', 23), ('multi platform', 21), ('standard set', 19), ('clear cache', 15), ('ui intuitive', 13), ('picture card', 9), ('annotation bar', 8), ('scan bus', 7), ('christopher jordan', 7), ('forest setting', 6), ('buy playstation', 5)"
380,DWGFastView - CADViewer&Editor,"Gstarsoft Co., Ltd",4.5,68800,10000000,yes,no,>3 years,Productivity,4.4336,"('microsoft office', 197), ('user friendly', 147), ('note book', 143), ('passport size', 136), ('cad software', 135), ('opensooq limit', 132), ('cad drawing', 124), ('job seeker', 124), ('business card', 123), ('electrical engineer', 123), ('photo editor', 110), ('live streaming', 110), ('twitter dropboxsupport', 106), ('pro version', 103), ('lootboy mph', 81), ('dark mode', 76), ('civil engineering', 71), ('premium pack', 66), ('word excel', 65), ('hide cache', 65), ('facebook drugbox', 48), ('landscape mode', 41), ('adobe acrobat', 39), ('avg cleaner', 35), ('liquid mode', 33), ('avg antivirus', 32), ('integration outlook', 31), ('handwriting recognition', 31), ('people corporation', 30), ('acrobat reader', 27), ('wps software', 23), ('multi platform', 21), ('standard set', 19), ('clear cache', 15), ('ui intuitive', 13), ('picture card', 9), ('annotation bar', 8), ('scan bus', 7), ('christopher jordan', 7), ('forest setting', 6), ('buy playstation', 5)"
381,Microsoft To Do: Lists & Tasks,Microsoft Corporation,4.6,237000,10000000,no,no,>3 years,Productivity,4.2097,"('microsoft office', 197), ('user friendly', 147), ('note book', 143), ('passport size', 136), ('cad software', 135), ('opensooq limit', 132), ('cad drawing', 124), ('job seeker', 124), ('business card', 123), ('electrical engineer', 123), ('photo editor', 110), ('live streaming', 110), ('twitter dropboxsupport', 106), ('pro version', 103), ('lootboy mph', 81), ('dark mode', 76), ('civil engineering', 71), ('premium pack', 66), ('word excel', 65), ('hide cache', 65), ('facebook drugbox', 48), ('landscape mode', 41), ('adobe acrobat', 39), ('avg cleaner', 35), ('liquid mode', 33), ('avg antivirus', 32), ('integration outlook', 31), ('handwriting recognition', 31), ('people corporation', 30), ('acrobat reader', 27), ('wps software', 23), ('multi platform', 21), ('standard set', 19), ('clear cache', 15), ('ui intuitive', 13), ('picture card', 9), ('annotation bar', 8), ('scan bus', 7), ('christopher jordan', 7), ('forest setting', 6), ('buy playstation', 5)"
382,"Notebook - Notes,To-do,Journal",Zoho Corporation,4.5,45000,1000000,no,yes,>3 years,Productivity,4.3594,"('microsoft office', 197), ('user friendly', 147), ('note book', 143), ('passport size', 136), ('cad software', 135), ('opensooq limit', 132), ('cad drawing', 124), ('job seeker', 124), ('business card', 123), ('electrical engineer', 123), ('photo editor', 110), ('live streaming', 110), ('twitter dropboxsupport', 106), ('pro version', 103), ('lootboy mph', 81), ('dark mode', 76), ('civil engineering', 71), ('premium pack', 66), ('word excel', 65), ('hide cache', 65), ('facebook drugbox', 48), ('landscape mode', 41), ('adobe acrobat', 39), ('avg cleaner', 35), ('liquid mode', 33), ('avg antivirus', 32), ('integration outlook', 31), ('handwriting recognition', 31), ('people corporation', 30), ('acrobat reader', 27), ('wps software', 23), ('multi platform', 21), ('standard set', 19), ('clear cache', 15), ('ui intuitive', 13), ('picture card', 9), ('annotation bar', 8), ('scan bus', 7), ('christopher jordan', 7), ('forest setting', 6), ('buy playstation', 5)"
383,GoStream,GoDream,4.3,35000,1000000,yes,no,>3 years,Productivity,3.9745,"('microsoft office', 197), ('user friendly', 147), ('note book', 143), ('passport size', 136), ('cad software', 135), ('opensooq limit', 132), ('cad drawing', 124), ('job seeker', 124), ('business card', 123), ('electrical engineer', 123), ('photo editor', 110), ('live streaming', 110), ('twitter dropboxsupport', 106), ('pro version', 103), ('lootboy mph', 81), ('dark mode', 76), ('civil engineering', 71), ('premium pack', 66), ('word excel', 65), ('hide cache', 65), ('facebook drugbox', 48), ('landscape mode', 41), ('adobe acrobat', 39), ('avg cleaner', 35), ('liquid mode', 33), ('avg antivirus', 32), ('integration outlook', 31), ('handwriting recognition', 31), ('people corporation', 30), ('acrobat reader', 27), ('wps software', 23), ('multi platform', 21), ('standard set', 19), ('clear cache', 15), ('ui intuitive', 13), ('picture card', 9), ('annotation bar', 8), ('scan bus', 7), ('christopher jordan', 7), ('forest setting', 6), ('buy playstation', 5)"
384,Squid,"Steadfast Innovation, LLC",3.8,31000,5000000,no,yes,>3 years,Productivity,4.2052,"('microsoft office', 197), ('user friendly', 147), ('note book', 143), ('passport size', 136), ('cad software', 135), ('opensooq limit', 132), ('cad drawing', 124), ('job seeker', 124), ('business card', 123), ('electrical engineer', 123), ('photo editor', 110), ('live streaming', 110), ('twitter dropboxsupport', 106), ('pro version', 103), ('lootboy mph', 81), ('dark mode', 76), ('civil engineering', 71), ('premium pack', 66), ('word excel', 65), ('hide cache', 65), ('facebook drugbox', 48), ('landscape mode', 41), ('adobe acrobat', 39), ('avg cleaner', 35), ('liquid mode', 33), ('avg antivirus', 32), ('integration outlook', 31), ('handwriting recognition', 31), ('people corporation', 30), ('acrobat reader', 27), ('wps software', 23), ('multi platform', 21), ('standard set', 19), ('clear cache', 15), ('ui intuitive', 13), ('picture card', 9), ('annotation bar', 8), ('scan bus', 7), ('christopher jordan', 7), ('forest setting', 6), ('buy playstation', 5)"
385,Microsoft Office: Edit&Share,Microsoft Corporation,4.4,1470000,500000000,yes,no,>3 years,Productivity,4.3273,"('microsoft office', 197), ('user friendly', 147), ('note book', 143), ('passport size', 136), ('cad software', 135), ('opensooq limit', 132), ('cad drawing', 124), ('job seeker', 124), ('business card', 123), ('electrical engineer', 123), ('photo editor', 110), ('live streaming', 110), ('twitter dropboxsupport', 106), ('pro version', 103), ('lootboy mph', 81), ('dark mode', 76), ('civil engineering', 71), ('premium pack', 66), ('word excel', 65), ('hide cache', 65), ('facebook drugbox', 48), ('landscape mode', 41), ('adobe acrobat', 39), ('avg cleaner', 35), ('liquid mode', 33), ('avg antivirus', 32), ('integration outlook', 31), ('handwriting recognition', 31), ('people corporation', 30), ('acrobat reader', 27), ('wps software', 23), ('multi platform', 21), ('standard set', 19), ('clear cache', 15), ('ui intuitive', 13), ('picture card', 9), ('annotation bar', 8), ('scan bus', 7), ('christopher jordan', 7), ('forest setting', 6), ('buy playstation', 5)"
